,domain,latency1,latency2,latency3,latency4
88,3HMYOZU54I7KSXRZ0REAE1WJSB8Q3UWMZCBJVSMUWGUD8PYIYT.tld1,5.39994239807,1.93095207214,1.90305709839,1.95002555847
89,J7ESYAHWVFEYKVUMQGB72QYMYBLVETZM004KYJ0IGJNZLWJXVX.tld1,4.95100021362,1.91497802734,1.87611579895,1.91807746887
90,09W5I7JEKD03BE5KSWMKJHD7YAXH0HDL0W1SFHK32MH3G3XCA8.tld1,4.80985641479,1.94406509399,1.83510780334,1.81889533997
91,7AVYB4QD68536ZO5H5SHB1OQHFJ06ROABME3W12LXAQUXBYCCC.tld1,4.49800491333,1.96981430054,1.81579589844,1.74498558044
92,DF9EVNFUA2E9134VGNUA27IOO3WQSZSXR9PXUQY2X0J10QW8EP.tld1,4.73213195801,2.20584869385,1.97720527649,1.8470287323
93,0X1EZQG2Y6BLV88E8RXMW560C9HUFYE234PIWP8K3IEM5OIUWM.tld1,4.77409362793,2.04682350159,1.81794166565,1.79696083069
94,IRYY81U5L7O8ONXCM6PALVY1XBK7F80U9GB9QOUZ5QQR0HFNIU.tld1,4.60886955261,1.99604034424,1.82318687439,1.92904472351
95,WTHF77N6CZ53TAQIER8S8RB1EAGSDICUBHBZX2XJX9R5NAVDFL.tld1,4.73809242249,1.96695327759,1.79004669189,1.94787979126
96,IMJTH4KXNRPDZ7YUJG5UA8RKCB2FXX8QQ3QJJ7Z0L2418ZIJDO.tld1,4.65488433838,1.99294090271,1.85894966125,1.85894966125
97,690T65EC887N08AK5PNMO2K6FC3UQG73PZI5VOXJ4MW9OMHYPO.tld1,4.91309165955,2.13694572449,1.83582305908,2.01988220215
98,D8VFV120R3LD44NBDEMQD8V2A4SEB733CTDDC6QA09H3G5SODS.tld1,4.82797622681,1.88803672791,1.84082984924,1.84416770935
99,XHWSTPS751WQ19UDFBERPID7K5XOAWVFU3IYUD0N0LZ5YDNSUP.tld1,4.87899780273,1.98602676392,1.74999237061,1.85108184814
100,K99ND44DBCYTE3008CVYJFSCSJEWOCWAIYKP9XBCULHRV39QB9.tld1,4.74095344543,1.9838809967,1.82199478149,1.85990333557
101,DO81P2DLAU8B0S4TNJ2Q0J6S5CHDNMXCFTZ99Y1PI9ZDZKB9DV.tld1,4.57620620728,1.87587738037,1.91402435303,2.2280216217
102,90JARXHARQ65V60DYML5SAJC1SLI4TWSZXPELWSUBWJ7C1T8WF.tld1,4.66203689575,1.88779830933,1.83701515198,1.86395645142
103,VGEVXEIP3QZFKC5M6I3N08PYNBMIQK0CIHPCXCB4D7R2457H1H.tld1,4.74309921265,1.97911262512,1.79600715637,1.85012817383
104,EUEVXSV5E616R2SPVII875ZDSRQJMRRMPP8O9UNUUXHDVWT9KF.tld1,4.78601455688,1.91402435303,2.00796127319,1.88708305359
105,M0AISP7J08U92WFWDMLEWHLLCQHYUNBF5EBZ5BKYKRRAM6FBSG.tld1,4.57906723022,1.93214416504,1.73687934875,1.88183784485
106,IID4HE7PPA3UMXLGK3TJGDN5I270ZDSPIVQLSAREWZ1C2O1983.tld1,4.59408760071,1.97696685791,1.99699401855,2.01201438904
107,Y2AU3HS0GS6XZMF7S2VS18L17OU5I7OMRSUYLN8V58CLM4587G.tld1,4.60004806519,2.05612182617,1.95598602295,1.73306465149
108,71KM81PRHN1E1CND06ITY09UPCR4MQBBA8HCHDH9HQGS1N9E9Q.tld1,4.6501159668,1.91402435303,2.00700759888,1.83391571045
109,IQ1U5Z1WQRET8YUESZ1V0RIWR1LC0I5721E97NPYJW7PHMFHIT.tld1,4.66394424438,1.74784660339,2.09784507751,1.85990333557
110,6RGCL7B6HI8ITMJJIJYWM70ERH7T5R1FHF17PPQCJSN89JSEP2.tld1,4.73403930664,1.81412696838,1.95789337158,1.84988975525
111,6E2WO9IO7PN03K1NJ5LUA7CPV2GHIMI15WE9WVBR329LF35TTR.tld1,4.82702255249,1.77097320557,2.05087661743,1.8310546875
112,L5JSXOE35B3HWP1VDV9LECS6BTEK31TCXIGV4FBC8T2VXBD500.tld1,4.82416152954,1.97291374207,2.01392173767,1.94907188416
113,2IYO0XKN317BKDA4IE2V165AJMR0R8NB1OSEAD5OWP21Y0ZEKH.tld1,4.8840045929,1.83916091919,1.92785263062,2.11000442505
114,3ZBSXJVCKN5EQSNLZWPXVEST6Q25X6B3LSNI3NQFDTKF5T6UM9.tld1,4.79912757874,1.85894966125,1.9371509552,1.95407867432
115,LHRTVVQQNONXGXUO9GST2FMS4I4JGOYYRYMA6HZTDAJAEV02PU.tld1,4.76408004761,1.79505348206,1.93095207214,2.03919410706
116,5FONBIEP8ZBNJS9V3G0FE73PB1BTXSOA89CNPO7EX4JC849G4K.tld1,4.97603416443,1.84416770935,1.79409980774,2.02488899231
117,PXZOMZZJSXNBZ7960I3VDCE0ADITP765DV7C9RF6XHZC963FUV.tld1,4.76503372192,1.93810462952,1.85894966125,1.90615653992
118,V1TFAV52O41D9N38V68BKWPJQUW6JUB2BTNYQZH0EMTIWR2W09.tld1,4.74309921265,1.84893608093,2.05588340759,2.1378993988
119,AZNB9ONBS14V40MRA7D8VRJGWREVXJEMHZSBERAHN5VKCTR466.tld1,4.68301773071,1.85704231262,1.91211700439,1.97196006775
120,20W60TQR6EELQ5BKWVYVQAY5EO2V3PENY1VHEW0FUM5TVS8CC2.tld1,4.55594062805,1.81412696838,1.91211700439,1.96719169617
121,9GC2VP3ONCYA23JZ2XT3KKIZI6EHCT62NBILHON0HP5C94E2A7.tld1,4.56213951111,1.89423561096,1.90305709839,2.08592414856
122,TTQNMUVIVIWFVWQXXHYXM3CMIS0JJX7OEUX49B1IRDM7D1YEI1.tld1,4.64987754822,1.77788734436,1.96599960327,1.87301635742
123,BRCNIQMWBMZ6NYCX35RSHSDK9YPNKO7QRBRJK1B7GR99NQ3FS8.tld1,4.58097457886,2.00581550598,1.81984901428,1.80006027222
124,MKK5LNEB55NA9CEW2886YCQS18I31TWBJKJKQUK7H8ZR4KWJST.tld1,4.66895103455,1.84106826782,1.90615653992,1.78694725037
125,8TTBQD0XEPUVFUXCA31XDAG5334VJ4P19Z8MSDHVSAGRV8L53C.tld1,4.51302528381,1.85704231262,1.86586380005,1.92308425903
126,CFRKHWLJ3L2ZO03COJ4MNWHXEQBJNI0Y4YYR0Y3X8CZAM851RW.tld1,4.79602813721,1.80912017822,1.93119049072,1.94191932678
127,MBA97E200M9W70TPECCRSYQ5LQ0GZH1WRUSQA4G0WQ9055JO7X.tld1,4.89902496338,1.8138885498,1.78480148315,1.88112258911
128,A4DMCZUAHZUZES897AKKBE7IDJVF0FZ1GBUWOOVRASWJTUBXFG.tld1,4.82702255249,1.96194648743,1.86991691589,1.97911262512
129,TRQY9XJZKVSL16UYZH3CP30JVXRC3IG1LGKKCNNLTI0XL96RK7.tld1,4.93192672729,1.99198722839,1.87706947327,1.88112258911
130,GQ4P3CGXRMFMQHU9B2WVRENR3I6W4SOL741Y7UUOQXZP6R4A63.tld1,4.83798980713,1.80315971375,2.01010704041,1.83486938477
131,6BV79OKWW9NTPT829XEXI6TLQ94IPEZTMODOFAGW5HXWUKP7JN.tld1,4.79698181152,1.97505950928,1.87397003174,2.07090377808
132,BXBFQD2CXKGJDPOC95LA42ILPYBDY6768FBAJO8JKEVQEOYP8I.tld1,4.95409965515,1.97386741638,1.71709060669,1.88088417053
133,8KJYJJM54DI9U3ZAJIDYTX6WZX0J0AUTBQ86CG6C6YJJM5FYMN.tld1,4.82201576233,1.95503234863,1.82604789734,1.82199478149
134,W7LB0NDNDCAXAOYECWG652QPRCSQNDUQWTNRSCTU6S1OF0RB1A.tld1,4.73308563232,1.94787979126,1.92594528198,2.032995224
135,XO0MKJN5RM2Z43O51O0WWRLA0JE8MANS6RI7KCW211BA2596WG.tld1,4.58598136902,1.86109542847,2.02298164368,1.8789768219
136,CNX7PFGKYL9R3OY7UNBVSH49EPOZOHUETCAP2FGWTYRJ8SJBSQ.tld1,4.6980381012,1.77884101868,1.78599357605,1.80792808533
137,0XHPKPWV9Z3OHOYB1IANN7J4ARMVWDKDRTHQI9D8UZT1D1WIWQ.tld1,4.79698181152,1.83796882629,2.00581550598,1.73306465149
138,04K3BY492NOWWF4T2A16LRCDA5YP8IAF9NP03EYYT6N210RID8.tld1,4.91309165955,1.83796882629,1.95407867432,1.76000595093
139,TKGQXVZVIIB296POKMHKXR5C4L7R32UCZC1UE1RKSLIH2TX638.tld1,4.79102134705,1.86204910278,1.94907188416,1.97386741638
140,O3E3RQJTOJNXN07SJT59AWAJRGE61MMB8P5PEHCKG32Z0PPMWR.tld1,4.80699539185,1.94597244263,1.99007987976,1.89280509949
141,D66HJV1R0YT6B6QZGDEEW2U4TB9V2BQNBPOF2WUEB61ZANS94W.tld1,5.02109527588,1.89399719238,2.0809173584,2.00486183167
142,BYBZG19YPNC7QRSAWPU79ITDHR1YU7YWPK6J385FA0PXHSOM8O.tld1,4.79102134705,1.82509422302,1.9519329071,1.92093849182
143,QYA3YDAL61FUNT64CBBA3XTNCEBNNUHST4TKD93A3UOM9VPEOC.tld1,4.75907325745,17.5590515137,1.92499160767,1.83391571045
144,0QSA949X2FSH8RXK1NSML13C7SLAAT74BEWZMGD8TM2QPWD2DW.tld1,4.67610359192,16.8390274048,1.7249584198,2.07996368408
